id.exposure	id.outcome	outcome	exposure	pt	outliers_removed	n_outliers	RSSobs	pval
osK62J	YcPiCW	Niarchou2020meat	Grasby2020surfarea	5e-6	TRUE	2	65.47628249049207	0.0118
TSuBBM	mQ46rw	Niarchou2020fish	Grasby2020surfarea	5e-8	TRUE	1	17.19117930755803	0.143
14x7fY	1I97l8	Niarchou2020fish	Grasby2020surfarea	5e-6	TRUE	1	74.34591986761099	0.0016
AyFFTu	tKDVya	Willer2013hdl	Grasby2020surfarea	5e-8	TRUE	0	NA	NA
s1aaai	Sm7DD9	Willer2013hdl	Grasby2020surfarea	5e-6	TRUE	0	NA	NA
qGP2AF	J26NDC	Willer2013ldl	Grasby2020surfarea	5e-8	TRUE	0	NA	NA
WAgtr2	jQIxLy	Willer2013ldl	Grasby2020surfarea	5e-6	TRUE	0	NA	NA
dqroQx	T61kze	Willer2013tc	Grasby2020surfarea	5e-8	TRUE	0	NA	NA
NX3nKs	HssWSB	Willer2013tc	Grasby2020surfarea	5e-6	TRUE	0	NA	NA
CZZPYo	DK2cyg	Willer2013tg	Grasby2020surfarea	5e-8	TRUE	0	NA	NA
9OuTdh	Hha3Uv	Willer2013tg	Grasby2020surfarea	5e-6	TRUE	0	NA	NA
EuGXCJ	LNTVn3	Dashti2019slepdur	Grasby2020surfarea	5e-8	TRUE	2	19.38429286794744	0.068
MHHx9q	QzDHYy	Dashti2019slepdur	Grasby2020surfarea	5e-6	TRUE	3	61.81239794504428	0.0374
AE3BvY	HFitvq	Klimentidis2018mvpa	Grasby2020surfarea	5e-8	TRUE	3	7.2600732368374015	0.708
mbcjc0	6KytmM	Klimentidis2018mvpa	Grasby2020surfarea	5e-6	TRUE	2	68.75966340758153	0.0114
CYDM6s	GWtCum	Day2018sociso	Grasby2020surfarea	5e-8	TRUE	0	NA	NA
qSwAtR	T86GeV	Day2018sociso	Grasby2020surfarea	5e-6	TRUE	2	66.81976896563323	0.018
1RmmSo	woReg3	Wells2019hdiff	Grasby2020surfarea	5e-8	TRUE	1	10.005851199576387	0.602
c90b0e	qtJLaq	Wells2019hdiff	Grasby2020surfarea	5e-6	TRUE	2	108.11788861156245	<2e-04
gxoLXU	vKxMWo	Evangelou2018dbp	Grasby2020surfarea	5e-8	TRUE	3	22.645091188793263	0.039
1HKRqq	hJQ0OR	Evangelou2018dbp	Grasby2020surfarea	5e-6	TRUE	7	110.59989314916857	<2e-04
65BBMM	j9PYja	Evangelou2018sbp	Grasby2020surfarea	5e-8	TRUE	0	NA	NA
orCcRk	R7nCBd	Evangelou2018sbp	Grasby2020surfarea	5e-6	TRUE	5	91.4171265360137	<2e-04
N3X43N	wJygFy	Evangelou2018pp	Grasby2020surfarea	5e-8	TRUE	2	9.936613538342822	0.399
Hsd2tE	xQ2EoU	Evangelou2018pp	Grasby2020surfarea	5e-6	TRUE	5	86.2583793490855	<2e-04
9PM8RE	IKlzfX	Lee2018education23andMe	Grasby2020surfarea	5e-8	TRUE	0	NA	NA
25m116	Oka7Ak	Lee2018education23andMe	Grasby2020surfarea	5e-6	TRUE	3	120.23247636416565	<2e-04
4YRRMr	oqlN1H	SanchezRoige2019auditt23andMe	Grasby2020surfarea	5e-8	TRUE	1	22.0520362313051	0.04
7GrsHp	Z3oOXv	SanchezRoige2019auditt23andMe	Grasby2020surfarea	5e-6	TRUE	1	84.32058297916025	6e-4
KHG9R0	AdxaNK	Howard2019dep23andMe	Grasby2020surfarea	5e-8	TRUE	1	21.671984350919804	0.066
BpPJqh	u8sADI	Howard2019dep23andMe	Grasby2020surfarea	5e-6	TRUE	0	NA	NA
w5AFdx	O9yT1c	Jansen2018insomnia23andMe	Grasby2020surfarea	5e-8	TRUE	2	35.23618045313096	<0.001
YB8avh	7jquhB	Jansen2018insomnia23andMe	Grasby2020surfarea	5e-6	TRUE	5	106.14046442119052	<2e-04
ded2hS	BzIN5O	Liu2019smkint23andMe	Grasby2020surfarea	5e-8	TRUE	4	10.302533436756988	0.173
dCF1So	AAI0hz	Liu2019smkint23andMe	Grasby2020surfarea	5e-6	TRUE	8	102.63116420267261	<2e-04
VWXme4	PPvkAO	Liu2019smkcpd23andMe	Grasby2020surfarea	5e-8	TRUE	1	22.214992807162528	0.053
YYmigr	4YUZAF	Liu2019smkcpd23andMe	Grasby2020surfarea	5e-6	TRUE	1	89.34373769786342	4e-4
nb80T7	Nyvn5Q	Liu2019drnkwk23andMe	Grasby2020surfarea	5e-8	TRUE	0	NA	NA
SWnAhf	tvWIdK	Liu2019drnkwk23andMe	Grasby2020surfarea	5e-6	TRUE	0	NA	NA
2m0SBL	9FfxMr	Niarchou2020meat	Beecham2014npany	5e-6	TRUE	0	NA	NA
EkMuwa	k9Bf1S	Niarchou2020fish	Beecham2014npany	5e-6	TRUE	0	NA	NA
ezfDvD	yzL5Vn	Dashti2019slepdur	Beecham2014npany	5e-6	TRUE	0	NA	NA
UrYGWd	IeQsEW	Klimentidis2018mvpa	Beecham2014npany	5e-6	TRUE	0	NA	NA
pNjvMV	o2URY8	Day2018sociso	Beecham2014npany	5e-6	TRUE	0	NA	NA
xiQYAL	L86Jhc	Wells2019hdiff	Beecham2014npany	5e-6	TRUE	0	NA	NA
XTvlAc	WvgxaE	Evangelou2018dbp	Beecham2014npany	5e-6	TRUE	0	NA	NA
kZpR3K	xQatId	Evangelou2018sbp	Beecham2014npany	5e-6	TRUE	0	NA	NA
FUHFoi	yxZASO	Evangelou2018pp	Beecham2014npany	5e-6	TRUE	0	NA	NA
BVXUfQ	62LKvp	Lee2018education23andMe	Beecham2014npany	5e-6	TRUE	0	NA	NA
Ml3U60	levcPd	SanchezRoige2019auditt23andMe	Beecham2014npany	5e-6	TRUE	0	NA	NA
XxhDyK	iSgj3b	Howard2019dep23andMe	Beecham2014npany	5e-6	TRUE	0	NA	NA
kjAE38	1cv5aD	Jansen2018insomnia23andMe	Beecham2014npany	5e-6	TRUE	0	NA	NA
SjKY56	BIeLMF	Liu2019smkint23andMe	Beecham2014npany	5e-6	TRUE	0	NA	NA
YaoW4d	McMnXl	Liu2019smkcpd23andMe	Beecham2014npany	5e-6	TRUE	0	NA	NA
d07Qmp	ndAXXo	Liu2019drnkwk23andMe	Beecham2014npany	5e-6	TRUE	0	NA	NA
Kglwsg	Z27wlS	Yengo2018bmi	Beecham2014braak4	5e-6	TRUE	0	NA	NA
msmh95	FwURPy	Xue2018diab	Beecham2014braak4	5e-6	TRUE	0	NA	NA
tZZaa3	Aj8xD3	Niarchou2020meat	Beecham2014braak4	5e-6	TRUE	0	NA	NA
aQi8dQ	xc1JBI	Niarchou2020fish	Beecham2014braak4	5e-6	TRUE	0	NA	NA
jvf3Wc	VPYoQc	Willer2013hdl	Beecham2014braak4	5e-6	TRUE	0	NA	NA
S7sRhC	pMPNAh	Willer2013ldl	Beecham2014braak4	5e-6	TRUE	0	NA	NA
ufui6Y	mKKvLZ	Willer2013tc	Beecham2014braak4	5e-6	TRUE	0	NA	NA
zEILjE	IPjogX	Willer2013tg	Beecham2014braak4	5e-6	TRUE	0	NA	NA
Qh9ooW	Sf4mD0	Dashti2019slepdur	Beecham2014braak4	5e-6	TRUE	0	NA	NA
o3dBq1	ytZKuU	Klimentidis2018mvpa	Beecham2014braak4	5e-6	TRUE	0	NA	NA
6mod43	ldLose	Day2018sociso	Beecham2014braak4	5e-6	TRUE	0	NA	NA
1FZboA	qdGpLX	Wells2019hdiff	Beecham2014braak4	5e-6	TRUE	0	NA	NA
cXfcUa	gCxO2i	Evangelou2018dbp	Beecham2014braak4	5e-6	TRUE	1	9.27695753180692	0.355
wV5gR5	AnGdzT	Evangelou2018sbp	Beecham2014braak4	5e-6	TRUE	2	2.7481221864235117	0.78
8VBZt4	AzeoPc	Evangelou2018pp	Beecham2014braak4	5e-6	TRUE	0	NA	NA
ZGbhPU	q8ovYu	Lee2018education23andMe	Beecham2014braak4	5e-6	TRUE	0	NA	NA
8O1YVg	EbD1yr	SanchezRoige2019auditt23andMe	Beecham2014braak4	5e-6	TRUE	0	NA	NA
H4ALkV	8wMhej	Howard2019dep23andMe	Beecham2014braak4	5e-6	TRUE	0	NA	NA
72X9FY	43WPYs	Jansen2018insomnia23andMe	Beecham2014braak4	5e-6	TRUE	0	NA	NA
31nmOp	ZOMc2T	Liu2019smkint23andMe	Beecham2014braak4	5e-6	TRUE	0	NA	NA
6LcGQH	txew7l	Liu2019smkcpd23andMe	Beecham2014braak4	5e-6	TRUE	0	NA	NA
IM4jXP	Uzkts8	Liu2019drnkwk23andMe	Beecham2014braak4	5e-6	TRUE	0	NA	NA
