id.exposure	id.outcome	outcome	exposure	pt	outliers_removed	n_outliers	RSSobs	pval
GzYCWN	rlHxCK	Beecham2014braak4	Klimentidis2018mvpa	5e-6	TRUE	0	NA	NA
YN93tD	5drwcR	Beecham2014vbiany	Klimentidis2018mvpa	5e-8	TRUE	0	NA	NA
irjgey	gAVHSR	Beecham2014vbiany	Klimentidis2018mvpa	5e-6	TRUE	0	NA	NA
KQcyDG	U9bcX1	Kunkle2019load	Liu2019smkcpd	5e-8	TRUE	0	NA	NA
hXPnpZ	fmO6f6	Kunkle2019load	Liu2019smkcpd	5e-6	TRUE	0	NA	NA
l77i5J	gxIQeD	Huang2017aaos	Liu2019smkcpd	5e-8	TRUE	1	37.74081033839086	0.052
zNeedQ	X748HY	Huang2017aaos	Liu2019smkcpd	5e-6	TRUE	0	NA	NA
VUWkmb	zCVgaz	Deming2017ab42	Liu2019smkcpd	5e-8	TRUE	0	NA	NA
930Tw8	zVElON	Deming2017ab42	Liu2019smkcpd	5e-6	TRUE	0	NA	NA
Kz6HOL	tJxdwH	Deming2017ptau	Liu2019smkcpd	5e-8	TRUE	0	NA	NA
TAVSeO	XKRdlz	Deming2017ptau	Liu2019smkcpd	5e-6	TRUE	0	NA	NA
CtfeT8	zj1iOx	Deming2017tau	Liu2019smkcpd	5e-8	TRUE	0	NA	NA
cFbJeC	VBRIvV	Deming2017tau	Liu2019smkcpd	5e-6	TRUE	0	NA	NA
Mbl1tn	3Nf88G	Hilbar2017hipv	Liu2019smkcpd	5e-8	TRUE	0	NA	NA
p3t6eY	MAmjKY	Hilbar2017hipv	Liu2019smkcpd	5e-6	TRUE	1	90.39114459982343	0.1194
UiAXFA	HBOzN8	Beecham2014npany	Liu2019smkcpd	5e-8	TRUE	0	NA	NA
Hs9yQ0	xmMH5z	Beecham2014npany	Liu2019smkcpd	5e-6	TRUE	0	NA	NA
72l5bz	tJqDrj	Beecham2014braak4	Liu2019smkcpd	5e-8	TRUE	0	NA	NA
G43eX4	tcHqae	Beecham2014braak4	Liu2019smkcpd	5e-6	TRUE	0	NA	NA
UQer42	Flu9ps	Beecham2014vbiany	Liu2019smkcpd	5e-8	TRUE	0	NA	NA
6u5zUX	Y7Nvzp	Beecham2014vbiany	Liu2019smkcpd	5e-6	TRUE	0	NA	NA
E5Zg7T	N8GKmG	Kunkle2019load	Liu2019smkint	5e-8	TRUE	0	NA	NA
d1Fudx	7jbMFU	Kunkle2019load	Liu2019smkint	5e-6	TRUE	0	NA	NA
px69WJ	6YDv6u	Huang2017aaos	Liu2019smkint	5e-8	TRUE	0	NA	NA
v2OMbY	Ay2uqn	Huang2017aaos	Liu2019smkint	5e-6	TRUE	0	NA	NA
64Tbtx	bmeuzB	Deming2017ab42	Liu2019smkint	5e-8	TRUE	0	NA	NA
gtJvTd	HAPJYn	Deming2017ab42	Liu2019smkint	5e-6	TRUE	0	NA	NA
lBizyK	kkl6oj	Deming2017ptau	Liu2019smkint	5e-8	TRUE	0	NA	NA
c7RYax	lfp0w1	Deming2017ptau	Liu2019smkint	5e-6	TRUE	0	NA	NA
jNItC2	bJ8t3o	Deming2017tau	Liu2019smkint	5e-8	TRUE	0	NA	NA
MeNRPB	hbo315	Deming2017tau	Liu2019smkint	5e-6	TRUE	0	NA	NA
ujsEYZ	fI7OR6	Hilbar2017hipv	Liu2019smkint	5e-8	TRUE	0	NA	NA
ldr8dL	Mclylg	Hilbar2017hipv	Liu2019smkint	5e-6	TRUE	0	NA	NA
sP5EU6	Q9U8Jb	Beecham2014npany	Liu2019smkint	5e-8	TRUE	0	NA	NA
yVdGv6	0tOZKn	Beecham2014npany	Liu2019smkint	5e-6	TRUE	0	NA	NA
FHmkm2	FsqS1w	Beecham2014braak4	Liu2019smkint	5e-8	TRUE	0	NA	NA
ce67vA	9SHE89	Beecham2014braak4	Liu2019smkint	5e-6	TRUE	0	NA	NA
QSuNTj	9XAJPD	Beecham2014vbiany	Liu2019smkint	5e-8	TRUE	0	NA	NA
HY5gWG	p7eDc1	Beecham2014vbiany	Liu2019smkint	5e-6	TRUE	0	NA	NA
8mqRM2	KKSs27	Kunkle2019load	Day2018sociso	5e-8	TRUE	0	NA	NA
uFIK2v	RFotI2	Kunkle2019load	Day2018sociso	5e-6	TRUE	0	NA	NA
q7p5W3	C3h8lL	Huang2017aaos	Day2018sociso	5e-8	TRUE	0	NA	NA
WLz4U7	j2GZ8D	Huang2017aaos	Day2018sociso	5e-6	TRUE	0	NA	NA
TJA8Hi	VMzERl	Deming2017ab42	Day2018sociso	5e-8	TRUE	1	14.43396522610633	0.298
inEG4H	KgedSo	Deming2017ab42	Day2018sociso	5e-6	TRUE	0	NA	NA
Q1lKAY	2nImCQ	Deming2017ptau	Day2018sociso	5e-8	TRUE	0	NA	NA
p1CwvL	vrkaXG	Deming2017ptau	Day2018sociso	5e-6	TRUE	0	NA	NA
bPUTPZ	Oga10v	Deming2017tau	Day2018sociso	5e-8	TRUE	1	17.97431413227347	0.134
6sGeBe	klS5jA	Deming2017tau	Day2018sociso	5e-6	TRUE	0	NA	NA
wChIQK	WtatN4	Hilbar2017hipv	Day2018sociso	5e-8	TRUE	0	NA	NA
RoZ5Ua	6fh2b8	Hilbar2017hipv	Day2018sociso	5e-6	TRUE	1	98.6942692470395	0.1353
UhvW1W	CE6lsG	Beecham2014npany	Day2018sociso	5e-8	TRUE	0	NA	NA
54ocL4	ivKIi6	Beecham2014npany	Day2018sociso	5e-6	TRUE	0	NA	NA
YuHRmp	S6ooVi	Beecham2014braak4	Day2018sociso	5e-8	TRUE	0	NA	NA
NjBJFA	Bt3tPb	Beecham2014braak4	Day2018sociso	5e-6	TRUE	0	NA	NA
jYfpF7	cDFlrr	Beecham2014vbiany	Day2018sociso	5e-8	TRUE	0	NA	NA
sNvWxH	SBrOfz	Beecham2014vbiany	Day2018sociso	5e-6	TRUE	0	NA	NA
FTT9aI	FXLDTK	Kunkle2019load	Wells2019hdiff	5e-8	TRUE	0	NA	NA
Oo0GhY	6LgbRz	Kunkle2019load	Wells2019hdiff	5e-6	TRUE	0	NA	NA
BoN4MO	1ddTRM	Huang2017aaos	Wells2019hdiff	5e-8	TRUE	0	NA	NA
Hf6cCz	mjoH3M	Huang2017aaos	Wells2019hdiff	5e-6	TRUE	0	NA	NA
FGdZVg	3lhXyI	Deming2017ab42	Wells2019hdiff	5e-8	TRUE	0	NA	NA
JT2x8l	OWjI8T	Deming2017ab42	Wells2019hdiff	5e-6	TRUE	0	NA	NA
nKtB4V	EhIZ8S	Deming2017ptau	Wells2019hdiff	5e-8	TRUE	0	NA	NA
6s9JI0	vC8mGA	Deming2017ptau	Wells2019hdiff	5e-6	TRUE	0	NA	NA
PzNkNF	XASu7D	Deming2017tau	Wells2019hdiff	5e-8	TRUE	0	NA	NA
lCKhoF	30Yc7Y	Deming2017tau	Wells2019hdiff	5e-6	TRUE	0	NA	NA
vmQGKc	bCwHSH	Hilbar2017hipv	Wells2019hdiff	5e-8	TRUE	0	NA	NA
p5mOtw	ENBvZJ	Hilbar2017hipv	Wells2019hdiff	5e-6	TRUE	0	NA	NA
jwRGBf	bvGQUN	Beecham2014npany	Wells2019hdiff	5e-8	TRUE	0	NA	NA
4jvO6F	EKtC3I	Beecham2014npany	Wells2019hdiff	5e-6	TRUE	0	NA	NA
g0Ux0N	OxPu8G	Beecham2014braak4	Wells2019hdiff	5e-8	TRUE	0	NA	NA
GUvwJt	5XSgin	Beecham2014braak4	Wells2019hdiff	5e-6	TRUE	0	NA	NA
O2wxfg	totG4I	Beecham2014vbiany	Wells2019hdiff	5e-8	TRUE	0	NA	NA
RHzUl9	hAzIB9	Beecham2014vbiany	Wells2019hdiff	5e-6	TRUE	0	NA	NA
rc5Eie	jtIfQ4	Kunkle2019load	Evangelou2018dbp	5e-8	TRUE	1	563.2591251488803	3.6e-4
5rkJ4C	gSkKmB	Kunkle2019load	Evangelou2018dbp	5e-6	TRUE	1	735.8450081741229	0.00204
4NqHJO	pprX0Z	Huang2017aaos	Evangelou2018dbp	5e-8	TRUE	0	NA	NA
ytGjqo	tDUehY	Huang2017aaos	Evangelou2018dbp	5e-6	TRUE	0	NA	NA
XFccjm	M8malU	Deming2017ab42	Evangelou2018dbp	5e-8	TRUE	0	NA	NA
xO347Q	X5klL3	Deming2017ab42	Evangelou2018dbp	5e-6	TRUE	0	NA	NA
JVkZm4	DoRPgf	Deming2017ptau	Evangelou2018dbp	5e-8	TRUE	0	NA	NA
nK1dAE	73au2T	Deming2017ptau	Evangelou2018dbp	5e-6	TRUE	0	NA	NA
DMDmn4	1tDvZ9	Deming2017tau	Evangelou2018dbp	5e-8	TRUE	0	NA	NA
Rs1l7w	BCr1Gh	Deming2017tau	Evangelou2018dbp	5e-6	TRUE	0	NA	NA
eZcb5R	lLw9rE	Hilbar2017hipv	Evangelou2018dbp	5e-8	TRUE	1	575.8771590152788	4e-5
aaltDB	kXLxwy	Hilbar2017hipv	Evangelou2018dbp	5e-6	TRUE	1	767.5644663905937	8e-5
4IBluZ	wFjT0h	Beecham2014npany	Evangelou2018dbp	5e-8	TRUE	0	NA	NA
2ePr33	dvlg5t	Beecham2014npany	Evangelou2018dbp	5e-6	TRUE	0	NA	NA
nTS9Xq	hmO3VQ	Beecham2014braak4	Evangelou2018dbp	5e-8	TRUE	0	NA	NA
ZYLJZY	43VFVf	Beecham2014braak4	Evangelou2018dbp	5e-6	TRUE	0	NA	NA
M7BlNi	HO3uHL	Beecham2014vbiany	Evangelou2018dbp	5e-8	TRUE	0	NA	NA
kEvycR	VgjHD2	Beecham2014vbiany	Evangelou2018dbp	5e-6	TRUE	0	NA	NA
8czhrd	m70S21	Kunkle2019load	Evangelou2018sbp	5e-8	TRUE	1	579.4398979505509	<4e-05
KCbwwX	hZclEL	Kunkle2019load	Evangelou2018sbp	5e-6	TRUE	1	763.9114798847537	<4e-05
o1Q5OW	nBSSOd	Huang2017aaos	Evangelou2018sbp	5e-8	TRUE	0	NA	NA
1hqZzy	hqsD1G	Huang2017aaos	Evangelou2018sbp	5e-6	TRUE	0	NA	NA
GciYrv	2S1Vsu	Deming2017ab42	Evangelou2018sbp	5e-8	TRUE	0	NA	NA
2sZCg0	lqlr8Z	Deming2017ab42	Evangelou2018sbp	5e-6	TRUE	0	NA	NA
xymede	sbV8VS	Deming2017ptau	Evangelou2018sbp	5e-8	TRUE	0	NA	NA
1nrXf2	WDIwbE	Deming2017ptau	Evangelou2018sbp	5e-6	TRUE	0	NA	NA
VrZQpo	7WR6FB	Deming2017tau	Evangelou2018sbp	5e-8	TRUE	0	NA	NA
ePStOZ	MQ6eh6	Deming2017tau	Evangelou2018sbp	5e-6	TRUE	0	NA	NA
iwgwxq	SCb3T4	Hilbar2017hipv	Evangelou2018sbp	5e-8	TRUE	0	NA	NA
OhApEf	IJ3BtD	Hilbar2017hipv	Evangelou2018sbp	5e-6	TRUE	0	NA	NA
l2AuYL	OnsrwA	Beecham2014npany	Evangelou2018sbp	5e-8	TRUE	0	NA	NA
RKJLDm	Yy7jbx	Beecham2014npany	Evangelou2018sbp	5e-6	TRUE	0	NA	NA
Iew5j6	jN8dR6	Beecham2014braak4	Evangelou2018sbp	5e-8	TRUE	0	NA	NA
iD6ePR	O1Cfy4	Beecham2014braak4	Evangelou2018sbp	5e-6	TRUE	0	NA	NA
5CjBc8	mU7V8q	Beecham2014vbiany	Evangelou2018sbp	5e-8	TRUE	0	NA	NA
e8VfaU	g0rB89	Beecham2014vbiany	Evangelou2018sbp	5e-6	TRUE	0	NA	NA
DPWK15	VK2K6N	Kunkle2019load	Evangelou2018pp	5e-8	TRUE	1	500.27669922686914	2.8e-4
FyNJQA	75NEy0	Kunkle2019load	Evangelou2018pp	5e-6	TRUE	1	702.4726389582586	<4e-05
zCp3Z6	K5hiOG	Huang2017aaos	Evangelou2018pp	5e-8	TRUE	0	NA	NA
dfZODk	FvbXzf	Huang2017aaos	Evangelou2018pp	5e-6	TRUE	0	NA	NA
MKp4LQ	dNxvqW	Deming2017ab42	Evangelou2018pp	5e-8	TRUE	0	NA	NA
ZwHl4V	UWh8sY	Deming2017ab42	Evangelou2018pp	5e-6	TRUE	0	NA	NA
cNdyEq	BUMOEh	Deming2017ptau	Evangelou2018pp	5e-8	TRUE	0	NA	NA
uIGWcx	lbTTnX	Deming2017ptau	Evangelou2018pp	5e-6	TRUE	0	NA	NA
7xDh81	Y9YRZl	Deming2017tau	Evangelou2018pp	5e-8	TRUE	0	NA	NA
xVDMRk	NtE8Md	Deming2017tau	Evangelou2018pp	5e-6	TRUE	0	NA	NA
xuBZhB	58MYxM	Hilbar2017hipv	Evangelou2018pp	5e-8	TRUE	0	NA	NA
4CoV3q	KNZDIu	Hilbar2017hipv	Evangelou2018pp	5e-6	TRUE	1	694.8051373183438	8e-5
HMspJ1	CmWQ5I	Beecham2014npany	Evangelou2018pp	5e-8	TRUE	0	NA	NA
289CmX	XHh6Bq	Beecham2014npany	Evangelou2018pp	5e-6	TRUE	0	NA	NA
ml8X4f	jKwX4r	Beecham2014braak4	Evangelou2018pp	5e-8	TRUE	0	NA	NA
YVn9vW	Gi3abi	Beecham2014braak4	Evangelou2018pp	5e-6	TRUE	0	NA	NA
yLoMVN	8l9SMb	Beecham2014vbiany	Evangelou2018pp	5e-8	TRUE	0	NA	NA
tUMpbA	uAPxXz	Beecham2014vbiany	Evangelou2018pp	5e-6	TRUE	0	NA	NA
G50qSI	coZ5Ie	Lambert2013load	Lee2018education23andMe	5e-8	TRUE	0	NA	NA
ikTZZz	AuiS8L	Lambert2013load	Lee2018education23andMe	5e-6	TRUE	0	NA	NA
DeA8P5	TQHZF9	Huang2017aaos	Lee2018education23andMe	5e-8	TRUE	0	NA	NA
awwXwv	Ty1Bxz	Huang2017aaos	Lee2018education23andMe	5e-6	TRUE	0	NA	NA
ZEj80F	eHZLCS	Deming2017ab42	Lee2018education23andMe	5e-8	TRUE	0	NA	NA
n4lIgJ	MZStHA	Deming2017ab42	Lee2018education23andMe	5e-6	TRUE	0	NA	NA
GHzrVb	2gWrj3	Deming2017ptau	Lee2018education23andMe	5e-8	TRUE	0	NA	NA
4NdCCl	Ymzr1N	Deming2017ptau	Lee2018education23andMe	5e-6	TRUE	0	NA	NA
nTSnhB	lKjAXq	Deming2017tau	Lee2018education23andMe	5e-8	TRUE	0	NA	NA
BJh8qz	PP1Hop	Deming2017tau	Lee2018education23andMe	5e-6	TRUE	0	NA	NA
gJwf5I	lLOzHj	Hilbar2017hipv	Lee2018education23andMe	5e-8	TRUE	0	NA	NA
C0m9Ay	e7I031	Hilbar2017hipv	Lee2018education23andMe	5e-6	TRUE	0	NA	NA
tnhVJs	Tu8BAR	Hilbar2015hipv	Lee2018education23andMe	5e-8	TRUE	0	NA	NA
kzwQ5W	FIQQNQ	Hilbar2015hipv	Lee2018education23andMe	5e-6	TRUE	0	NA	NA
CMvPu1	I8Uwiq	Beecham2014npany	Lee2018education23andMe	5e-8	TRUE	0	NA	NA
tjWuiR	uj8mwI	Beecham2014npany	Lee2018education23andMe	5e-6	TRUE	0	NA	NA
L4m9nz	iWfxYE	Beecham2014braak4	Lee2018education23andMe	5e-8	TRUE	0	NA	NA
iwmoJc	b4nzkY	Beecham2014braak4	Lee2018education23andMe	5e-6	TRUE	0	NA	NA
JGFtLB	fPaQim	Beecham2014vbiany	Lee2018education23andMe	5e-8	TRUE	0	NA	NA
9DvHmK	C1Cu91	Beecham2014vbiany	Lee2018education23andMe	5e-6	TRUE	0	NA	NA
EFEi0M	IcTgBO	Lambert2013load	SanchezRoige2019auditt23andMe	5e-8	TRUE	1	21.273122517964026	0.061
jgLPjM	a5hTvZ	Lambert2013load	SanchezRoige2019auditt23andMe	5e-6	TRUE	2	65.56672716962899	0.0614
YJ7Hk3	YDKG6j	Kunkle2019load	SanchezRoige2019auditt23andMe	5e-8	TRUE	1	21.9785479295029	0.06
gRcbbB	qy6KcR	Kunkle2019load	SanchezRoige2019auditt23andMe	5e-6	TRUE	1	95.97199920486867	8e-4
I4PyIS	LZUUjI	Huang2017aaos	SanchezRoige2019auditt23andMe	5e-8	TRUE	0	NA	NA
ZcnBPQ	6XxXK7	Huang2017aaos	SanchezRoige2019auditt23andMe	5e-6	TRUE	0	NA	NA
TCEt3S	MF2zoA	Deming2017ab42	SanchezRoige2019auditt23andMe	5e-8	TRUE	0	NA	NA
pu3TIT	MQuvWv	Deming2017ab42	SanchezRoige2019auditt23andMe	5e-6	TRUE	0	NA	NA
sLO0yt	t6wm4L	Deming2017ptau	SanchezRoige2019auditt23andMe	5e-8	TRUE	0	NA	NA
jJd5U3	PamPxn	Deming2017ptau	SanchezRoige2019auditt23andMe	5e-6	TRUE	0	NA	NA
Ufo9aJ	oLgqlm	Deming2017tau	SanchezRoige2019auditt23andMe	5e-8	TRUE	0	NA	NA
fxltq4	ZsiJEo	Deming2017tau	SanchezRoige2019auditt23andMe	5e-6	TRUE	0	NA	NA
qDKRj9	QI3tl5	Hilbar2017hipv	SanchezRoige2019auditt23andMe	5e-8	TRUE	0	NA	NA
FwBmfd	Hhk4nc	Hilbar2017hipv	SanchezRoige2019auditt23andMe	5e-6	TRUE	0	NA	NA
LmCJdA	omBm7V	Hilbar2015hipv	SanchezRoige2019auditt23andMe	5e-8	TRUE	0	NA	NA
wV1e80	0SE4VS	Hilbar2015hipv	SanchezRoige2019auditt23andMe	5e-6	TRUE	0	NA	NA
3ML7OC	HcFsLo	Beecham2014npany	SanchezRoige2019auditt23andMe	5e-8	TRUE	0	NA	NA
CVkXI2	mJWSgH	Beecham2014npany	SanchezRoige2019auditt23andMe	5e-6	TRUE	0	NA	NA
SzlUUO	YY2BDq	Beecham2014braak4	SanchezRoige2019auditt23andMe	5e-8	TRUE	0	NA	NA
wtp4tX	a6G6MN	Beecham2014braak4	SanchezRoige2019auditt23andMe	5e-6	TRUE	0	NA	NA
Pa5BfG	oDfGwE	Beecham2014vbiany	SanchezRoige2019auditt23andMe	5e-8	TRUE	0	NA	NA
3vIMHr	T6pdeE	Beecham2014vbiany	SanchezRoige2019auditt23andMe	5e-6	TRUE	0	NA	NA
bX4sNk	urqmns	Kunkle2019load	Howard2019dep23andMe	5e-8	TRUE	1	111.24291440561734	0.0241
zWmD1t	WQD99o	Kunkle2019load	Howard2019dep23andMe	5e-6	TRUE	0	NA	NA
ezZImi	1mtDRd	Huang2017aaos	Howard2019dep23andMe	5e-8	TRUE	0	NA	NA
4PL4g9	kNTJcf	Huang2017aaos	Howard2019dep23andMe	5e-6	TRUE	0	NA	NA
TRgcHK	r1YQ2H	Deming2017ab42	Howard2019dep23andMe	5e-8	TRUE	0	NA	NA
hb8FOE	zeXNIW	Deming2017ab42	Howard2019dep23andMe	5e-6	TRUE	0	NA	NA
jaG7iF	CeQc7u	Deming2017ptau	Howard2019dep23andMe	5e-8	TRUE	0	NA	NA
4mY7lg	LZOK6g	Deming2017ptau	Howard2019dep23andMe	5e-6	TRUE	0	NA	NA
lyzhER	eWdpo2	Deming2017tau	Howard2019dep23andMe	5e-8	TRUE	0	NA	NA
2U6glD	edM6Z3	Deming2017tau	Howard2019dep23andMe	5e-6	TRUE	0	NA	NA
6TxxdN	MKSkw5	Hilbar2017hipv	Howard2019dep23andMe	5e-8	TRUE	0	NA	NA
Tx19y8	H4VSLY	Hilbar2017hipv	Howard2019dep23andMe	5e-6	TRUE	0	NA	NA
MZ5rOI	DtZzb6	Beecham2014npany	Howard2019dep23andMe	5e-8	TRUE	0	NA	NA
BKne5K	X2rBgw	Beecham2014npany	Howard2019dep23andMe	5e-6	TRUE	0	NA	NA
DFShUN	OfpvJ1	Beecham2014braak4	Howard2019dep23andMe	5e-8	TRUE	0	NA	NA
DOu9Vz	L5Bpad	Beecham2014braak4	Howard2019dep23andMe	5e-6	TRUE	0	NA	NA
c1ZPIt	zVul7J	Beecham2014vbiany	Howard2019dep23andMe	5e-8	TRUE	0	NA	NA
ho2APH	DNEITZ	Beecham2014vbiany	Howard2019dep23andMe	5e-6	TRUE	0	NA	NA
FzqaHp	8jvJO1	Kunkle2019load	Jansen2018insomnia23andMe	5e-8	TRUE	0	NA	NA
BhsY7q	T0np28	Kunkle2019load	Jansen2018insomnia23andMe	5e-6	TRUE	1	422.97031816195516	0.09372
DZWffm	9CWEZe	Huang2017aaos	Jansen2018insomnia23andMe	5e-8	TRUE	0	NA	NA
gfhh1x	qTx2X6	Huang2017aaos	Jansen2018insomnia23andMe	5e-6	TRUE	0	NA	NA
AjsXFv	43Ti5j	Deming2017ab42	Jansen2018insomnia23andMe	5e-8	TRUE	0	NA	NA
cFc2LN	Xn7kjQ	Deming2017ab42	Jansen2018insomnia23andMe	5e-6	TRUE	0	NA	NA
eWg93a	NwtPXI	Deming2017ptau	Jansen2018insomnia23andMe	5e-8	TRUE	0	NA	NA
tUhbeZ	4YUTrz	Deming2017ptau	Jansen2018insomnia23andMe	5e-6	TRUE	0	NA	NA
ZfgqnM	htp88M	Deming2017tau	Jansen2018insomnia23andMe	5e-8	TRUE	0	NA	NA
lrTXvJ	1CFUed	Deming2017tau	Jansen2018insomnia23andMe	5e-6	TRUE	0	NA	NA
qVvFal	uki5Mt	Hilbar2017hipv	Jansen2018insomnia23andMe	5e-8	TRUE	1	188.45376656031277	0.1156
CO1QdH	UuN9aN	Hilbar2017hipv	Jansen2018insomnia23andMe	5e-6	TRUE	1	427.3508493635475	0.05188
mCdHdy	MHoGth	Beecham2014npany	Jansen2018insomnia23andMe	5e-8	TRUE	0	NA	NA
eon66n	i0Oy9p	Beecham2014npany	Jansen2018insomnia23andMe	5e-6	TRUE	0	NA	NA
MxJCm2	B8KpfY	Beecham2014braak4	Jansen2018insomnia23andMe	5e-8	TRUE	0	NA	NA
JMym3g	jaczCH	Beecham2014braak4	Jansen2018insomnia23andMe	5e-6	TRUE	0	NA	NA
L2Fmbf	D9vDDD	Beecham2014vbiany	Jansen2018insomnia23andMe	5e-8	TRUE	0	NA	NA
cdtWAt	QEVakx	Beecham2014vbiany	Jansen2018insomnia23andMe	5e-6	TRUE	0	NA	NA
mRPrcJ	klTnco	Kunkle2019load	Liu2019smkint23andMe	5e-8	TRUE	0	NA	NA
eRGXuS	CKqSWz	Kunkle2019load	Liu2019smkint23andMe	5e-6	TRUE	1	701.3760842061724	8e-5
6ElmgU	ohV779	Huang2017aaos	Liu2019smkint23andMe	5e-8	TRUE	0	NA	NA
HiOuro	SFCujS	Huang2017aaos	Liu2019smkint23andMe	5e-6	TRUE	0	NA	NA
H1gfLI	BC0yQc	Deming2017ab42	Liu2019smkint23andMe	5e-8	TRUE	0	NA	NA
0jRCFG	SaEcs4	Deming2017ab42	Liu2019smkint23andMe	5e-6	TRUE	0	NA	NA
r115GF	jpGXUw	Deming2017ptau	Liu2019smkint23andMe	5e-8	TRUE	0	NA	NA
nhKsWZ	l4G3QZ	Deming2017ptau	Liu2019smkint23andMe	5e-6	TRUE	0	NA	NA
IVKiVY	Ips05Z	Deming2017tau	Liu2019smkint23andMe	5e-8	TRUE	0	NA	NA
lUAk2I	MYdii3	Deming2017tau	Liu2019smkint23andMe	5e-6	TRUE	0	NA	NA
Vdnunk	1l55SY	Hilbar2017hipv	Liu2019smkint23andMe	5e-8	TRUE	0	NA	NA
eCUz6I	gDlwpV	Hilbar2017hipv	Liu2019smkint23andMe	5e-6	TRUE	0	NA	NA
h1rXrd	NOGlZZ	Beecham2014npany	Liu2019smkint23andMe	5e-8	TRUE	0	NA	NA
hqM2aF	hCbDnO	Beecham2014npany	Liu2019smkint23andMe	5e-6	TRUE	0	NA	NA
sfA2N4	WAFajG	Beecham2014braak4	Liu2019smkint23andMe	5e-8	TRUE	0	NA	NA
PV6l9i	Qno7tH	Beecham2014braak4	Liu2019smkint23andMe	5e-6	TRUE	0	NA	NA
mofJEo	Iy5Ed1	Beecham2014vbiany	Liu2019smkint23andMe	5e-8	TRUE	0	NA	NA
xtbzbD	8OCPxe	Beecham2014vbiany	Liu2019smkint23andMe	5e-6	TRUE	0	NA	NA
mhAto7	4S6RAD	Kunkle2019load	Liu2019smkcpd23andMe	5e-8	TRUE	0	NA	NA
aWCam5	JetjqG	Kunkle2019load	Liu2019smkcpd23andMe	5e-6	TRUE	0	NA	NA
maNuz9	Ii5LF2	Huang2017aaos	Liu2019smkcpd23andMe	5e-8	TRUE	0	NA	NA
ektPG9	59BGjF	Huang2017aaos	Liu2019smkcpd23andMe	5e-6	TRUE	0	NA	NA
KVw8XX	MTqrfj	Deming2017ab42	Liu2019smkcpd23andMe	5e-8	TRUE	0	NA	NA
CPbvSJ	dylIit	Deming2017ab42	Liu2019smkcpd23andMe	5e-6	TRUE	0	NA	NA
dkbGFr	kBOe91	Deming2017ptau	Liu2019smkcpd23andMe	5e-8	TRUE	0	NA	NA
wcWl86	3i1wK6	Deming2017ptau	Liu2019smkcpd23andMe	5e-6	TRUE	0	NA	NA
oWEmyu	34bDuD	Deming2017tau	Liu2019smkcpd23andMe	5e-8	TRUE	0	NA	NA
I6A7Qj	86uoUi	Deming2017tau	Liu2019smkcpd23andMe	5e-6	TRUE	0	NA	NA
QRUlwR	GoftUR	Hilbar2017hipv	Liu2019smkcpd23andMe	5e-8	TRUE	1	51.55275029405929	0.1888
YyVRuH	uc8dua	Hilbar2017hipv	Liu2019smkcpd23andMe	5e-6	TRUE	0	NA	NA
ynywNn	RVAdyC	Beecham2014npany	Liu2019smkcpd23andMe	5e-8	TRUE	0	NA	NA
HR3HgZ	fNgWZe	Beecham2014npany	Liu2019smkcpd23andMe	5e-6	TRUE	0	NA	NA
kr5hXQ	4LIIqJ	Beecham2014braak4	Liu2019smkcpd23andMe	5e-8	TRUE	0	NA	NA
UpDx3j	SQS5JT	Beecham2014braak4	Liu2019smkcpd23andMe	5e-6	TRUE	0	NA	NA
MZWUZe	6ld6AY	Beecham2014vbiany	Liu2019smkcpd23andMe	5e-8	TRUE	0	NA	NA
Bpa3OG	xUAwEJ	Beecham2014vbiany	Liu2019smkcpd23andMe	5e-6	TRUE	0	NA	NA
p6UZcX	NFz1m8	Lambert2013load	Liu2019drnkwk23andMe	5e-8	TRUE	1	131.26980516398328	0.0011
SN6KH8	5Z1ieZ	Lambert2013load	Liu2019drnkwk23andMe	5e-6	TRUE	1	264.45250290878107	0.0053
aXqXCk	65jgKW	Huang2017aaos	Liu2019drnkwk23andMe	5e-8	TRUE	0	NA	NA
vupJMJ	owzrKF	Huang2017aaos	Liu2019drnkwk23andMe	5e-6	TRUE	0	NA	NA
G5ruVM	6rEED8	Deming2017ab42	Liu2019drnkwk23andMe	5e-8	TRUE	0	NA	NA
yM7Of2	pO6L21	Deming2017ab42	Liu2019drnkwk23andMe	5e-6	TRUE	0	NA	NA
HVXLyl	RNL3ny	Deming2017ptau	Liu2019drnkwk23andMe	5e-8	TRUE	0	NA	NA
KD6CLv	Y22aTU	Deming2017ptau	Liu2019drnkwk23andMe	5e-6	TRUE	0	NA	NA
RvVfqg	A8Modu	Deming2017tau	Liu2019drnkwk23andMe	5e-8	TRUE	0	NA	NA
ETC0iO	ADfyks	Deming2017tau	Liu2019drnkwk23andMe	5e-6	TRUE	0	NA	NA
6McZug	KjSwze	Hilbar2015hipv	Liu2019drnkwk23andMe	5e-8	TRUE	0	NA	NA
TigFVB	kVkGnC	Hilbar2015hipv	Liu2019drnkwk23andMe	5e-6	TRUE	0	NA	NA
7ABOyI	rJ8Gpr	Beecham2014npany	Liu2019drnkwk23andMe	5e-8	TRUE	0	NA	NA
kSOSz0	Rsr3VL	Beecham2014npany	Liu2019drnkwk23andMe	5e-6	TRUE	0	NA	NA
bLomzS	sUUPtT	Beecham2014braak4	Liu2019drnkwk23andMe	5e-8	TRUE	0	NA	NA
